6,0,2,0,0,0,0,0,0,0
6,1,2,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0,0,0
6,3,2,0,0,0,0,0,0,0
6,4,2,0,0,0,0,0,0,0
6,5,2,0,0,0,0,0,0,0
6,6,2,0,0,0,0,0,0,0
6,7,2,0,0,0,0,0,0,0
6,8,2,0,0,0,0,0,0,0
6,9,2,0,0,0,0,0,0,0
6,10,2,0,0,0,0,0,0,0
6,11,2,0,0,0,0,0,0,0
6,12,2,0,0,0,0,0,0,0
6,13,2,0,0,0,0,0,0,0
6,14,2,0,0,0,0,0,0,0
6,15,2,0,0,0,0,0,0,0
6,16,2,0,0,0,0,0,0,0
6,17,2,0,0,0,0,0,0,0
6,18,2,0,0,0,0,0,0,0
6,19,2,0,0,0,0,0,0,0
6,20,2,0,0,0,0,0,0,0
6,21,2,0,0,0,0,0,0,0
6,22,2,0,0,0,0,0,0,0
6,23,2,0,0,0,0,0,0,0
6,24,2,0,0,0,0,0,0,0
6,25,2,0,0,0,0,0,0,0
6,26,2,0,0,0,0,0,0,0
6,27,2,0,0,0,0,0,0,0
6,28,2,0,0,0,0,0,0,0
6,29,2,0,0,0,0,0,0,0
6,30,2,0,0,0,0,0,0,0
6,31,2,0,0,0,0,0,0,0
6,32,2,0,0,0,0,0,0,0
6,33,2,0,0,0,0,0,0,0
6,34,2,0,0,0,0,0,0,0
6,35,2,0,0,0,0,0,0,0
6,36,2,0,0,0,0,0,0,0
6,37,2,0,0,0,0,0,0,0
6,38,2,0,0,0,0,0,0,0
6,39,2,0,0,0,0,0,0,0
6,40,2,0,0,0,0,0,0,0
6,41,2,0,0,0,0,0,0,0
6,42,2,0,0,0,0,0,0,0
6,43,2,0,0,0,0,0,0,0
0,44,9,12,100,0,0,0,0,0
0,45,18,0,100,0,0,0,0,0
0,46,18,0,100,0,0,0,0,0
0,47,48,2,100,0,0,0,0,0
0,48,12,0,100,0,0,0,0,0
0,49,12,0,100,0,0,0,0,0
0,50,25,17,100,0,0,0,0,0
0,51,43,24,100,1,0,0,0,0
0,52,27,-4,100,12,0,0,0,0
0,53,33,5,100,22,0,0,0,0
0,54,33,-4,100,32,0,0,0,0
0,55,30,-5,100,40,0,0,0,0
0,56,20,11,100,45,0,0,0,0
0,57,36,5,100,54,0,0,0,0
0,58,25,9,100,63,0,0,0,0
0,59,25,10,100,71,0,0,0,0
0,60,14,-1,100,75,0,0,0,0
0,61,34,10,100,82,0,0,0,0
0,62,17,9,100,84,0,0,0,0
9,63,4,0,0,0,0,0,0,0
9,64,4,0,0,0,0,0,0,0
9,65,4,0,0,0,0,0,0,0
9,66,4,0,0,0,0,0,0,0
9,67,4,0,0,0,0,0,0,0
9,68,4,0,0,0,0,0,0,0
9,69,4,0,0,0,0,0,0,0
9,70,4,0,0,0,0,0,0,0
9,71,4,0,0,0,0,0,0,0
9,72,4,0,0,0,0,0,0,0
9,73,4,0,0,0,0,0,0,0
9,74,4,0,0,0,0,0,0,0
9,75,4,0,0,0,0,0,0,0
9,76,4,0,0,0,0,0,0,0
9,77,4,0,0,0,0,0,0,0
9,78,4,0,0,0,0,0,0,0
9,79,4,0,0,0,0,0,0,0
9,80,4,0,0,0,0,0,0,0
9,81,4,0,0,0,0,0,0,0
9,82,4,0,0,0,0,0,0,0
9,83,4,0,0,0,0,0,0,0
9,84,4,0,0,0,0,0,0,0
9,85,4,0,0,0,0,0,0,0
1,86,15,22,60,100,0,0,0,0
1,87,2,10,53,100,0,0,0,0
1,88,-8,4,52,100,0,0,0,0
1,89,42,7,43,100,0,0,0,0
1,90,57,-24,32,100,0,0,0,0
1,91,32,2,24,100,0,0,0,0
1,92,19,25,20,100,0,0,0,0
1,93,4,0,15,100,0,0,0,0
1,94,4,0,10,100,0,0,0,0
1,95,4,0,5,100,0,0,0,0
1,96,4,0,0,100,0,0,0,0
1,97,4,0,0,100,4,0,0,0
1,98,4,0,0,100,8,0,0,0
1,99,4,0,0,100,12,0,0,0
1,100,4,0,0,100,16,0,0,0
1,101,4,0,0,100,20,0,0,0
1,102,4,0,0,100,24,0,0,0
1,103,17,-3,0,100,24,0,0,0
1,104,5,0,0,100,29,0,0,0
1,105,5,0,0,100,34,0,0,0
1,106,5,0,0,100,39,0,0,0
1,107,5,0,0,100,44,0,0,0
1,108,5,0,0,100,49,0,0,0
1,109,5,0,0,100,54,0,0,0
1,110,5,0,0,100,59,0,0,0
1,111,6,3,0,100,59,0,0,0
1,112,17,2,0,100,64,0,0,0
1,113,17,-9,0,100,70,0,0,0
1,114,5,0,0,100,75,0,0,0
1,115,5,0,0,100,80,0,0,0
1,116,5,0,0,100,85,0,0,0
1,117,8,-3,0,100,85,0,0,0
1,118,11,-5,0,100,87,0,0,0
10,119,2,0,0,0,0,0,0,0
10,120,2,0,0,0,0,0,0,0
10,121,2,0,0,0,0,0,0,0
10,122,2,0,0,0,0,0,0,0
10,123,2,0,0,0,0,0,0,0
10,124,2,0,0,0,0,0,0,0
10,125,2,0,0,0,0,0,0,0
10,126,2,0,0,0,0,0,0,0
10,127,2,0,0,0,0,0,0,0
10,128,2,0,0,0,0,0,0,0
10,129,2,0,0,0,0,0,0,0
10,130,2,0,0,0,0,0,0,0
10,131,2,0,0,0,0,0,0,0
10,132,2,0,0,0,0,0,0,0
10,133,2,0,0,0,0,0,0,0
10,134,2,0,0,0,0,0,0,0
10,135,2,0,0,0,0,0,0,0
10,136,2,0,0,0,0,0,0,0
10,137,2,0,0,0,0,0,0,0
10,138,2,0,0,0,0,0,0,0
10,139,2,0,0,0,0,0,0,0
10,140,2,0,0,0,0,0,0,0
10,141,2,0,0,0,0,0,0,0
10,142,2,0,0,0,0,0,0,0
10,143,2,0,0,0,0,0,0,0
10,144,2,0,0,0,0,0,0,0
10,145,2,0,0,0,0,0,0,0
10,146,2,0,0,0,0,0,0,0
10,147,2,0,0,0,0,0,0,0
10,148,2,0,0,0,0,0,0,0
10,149,2,0,0,0,0,0,0,0
10,150,2,0,0,0,0,0,0,0
10,151,2,0,0,0,0,0,0,0
10,152,2,0,0,0,0,0,0,0
10,153,2,0,0,0,0,0,0,0
10,154,2,0,0,0,0,0,0,0
10,155,2,0,0,0,0,0,0,0
10,156,2,0,0,0,0,0,0,0
10,157,2,0,0,0,0,0,0,0
10,158,2,0,0,0,0,0,0,0
10,159,2,0,0,0,0,0,0,0
10,160,2,0,0,0,0,0,0,0
10,161,2,0,0,0,0,0,0,0
10,162,2,0,0,0,0,0,0,0
2,163,-28,3,0,50,100,0,50,0
2,164,-3,0,0,53,100,0,53,0
2,165,-3,0,0,56,100,0,56,0
2,166,-3,0,0,59,100,0,59,0
2,167,-3,0,0,62,100,0,62,0
2,168,-3,0,0,65,100,0,65,0
2,169,-3,0,0,68,100,0,68,0
2,170,-3,0,0,71,100,0,71,0
2,171,-3,0,0,74,100,0,74,0
2,172,-3,0,0,77,100,0,77,0
2,173,-3,0,0,80,100,0,80,0
2,174,-3,0,0,83,100,0,83,0
2,175,-3,0,0,86,100,0,86,0
2,176,0,12,0,92,100,0,92,0
2,177,1,8,0,86,100,0,86,0
2,178,-1,6,0,85,100,0,85,0
2,179,6,0,0,78,100,0,78,0
2,180,6,0,0,71,100,0,71,0
2,181,1,-5,0,72,100,0,72,0
2,182,6,0,0,65,100,0,65,0
2,183,6,0,0,58,100,0,58,0
2,184,6,0,0,51,100,0,51,0
2,185,6,0,0,44,100,0,44,0
2,186,6,0,0,37,100,0,37,0
2,187,-5,-3,0,41,100,0,41,0
2,188,46,-1,0,34,100,0,34,0
2,189,17,3,0,30,100,0,30,0
2,190,8,-9,0,24,100,0,24,0
2,191,14,-8,0,20,100,0,20,0
2,192,8,20,0,18,100,0,18,0
2,193,18,-2,0,11,100,0,11,0
2,194,17,-4,0,6,100,0,6,0
2,195,21,-15,0,0,100,0,0,0
2,196,22,-6,0,0,100,10,0,0
2,197,3,8,0,0,100,12,0,0
2,198,23,4,0,0,100,17,0,0
2,199,12,8,0,0,100,19,0,0
2,200,22,-12,0,0,100,22,0,0
2,201,20,9,0,0,100,31,0,0
2,202,14,-3,0,0,100,34,0,0
2,203,6,-1,0,0,100,44,0,0
2,204,27,-3,0,0,100,52,0,0
10,205,-2,0,0,0,0,0,0,0
10,206,-2,0,0,0,0,0,0,0
10,207,-2,0,0,0,0,0,0,0
10,208,-2,0,0,0,0,0,0,0
10,209,-2,0,0,0,0,0,0,0
10,210,-2,0,0,0,0,0,0,0
10,211,-2,0,0,0,0,0,0,0
10,212,-2,0,0,0,0,0,0,0
10,213,-2,0,0,0,0,0,0,0
10,214,-2,0,0,0,0,0,0,0
10,215,-2,0,0,0,0,0,0,0
10,216,-2,0,0,0,0,0,0,0
10,217,-2,0,0,0,0,0,0,0
10,218,-2,0,0,0,0,0,0,0
10,219,-2,0,0,0,0,0,0,0
10,220,-2,0,0,0,0,0,0,0
10,221,-2,0,0,0,0,0,0,0
10,222,-2,0,0,0,0,0,0,0
10,223,-2,0,0,0,0,0,0,0
10,224,-2,0,0,0,0,0,0,0
10,225,-2,0,0,0,0,0,0,0
10,226,-2,0,0,0,0,0,0,0
10,227,-2,0,0,0,0,0,0,0
10,228,-2,0,0,0,0,0,0,0
10,229,-2,0,0,0,0,0,0,0
10,230,-2,0,0,0,0,0,0,0
10,231,-2,0,0,0,0,0,0,0
10,232,-2,0,0,0,0,0,0,0
10,233,-2,0,0,0,0,0,0,0
10,234,-2,0,0,0,0,0,0,0
10,235,-2,0,0,0,0,0,0,0
10,236,-2,0,0,0,0,0,0,0
10,237,-2,0,0,0,0,0,0,0
10,238,-2,0,0,0,0,0,0,0
10,239,-2,0,0,0,0,0,0,0
10,240,-2,0,0,0,0,0,0,0
10,241,-2,0,0,0,0,0,0,0
10,242,-2,0,0,0,0,0,0,0
10,243,-2,0,0,0,0,0,0,0
10,244,-2,0,0,0,0,0,0,0
10,245,-2,0,0,0,0,0,0,0
10,246,-2,0,0,0,0,0,0,0
10,247,-2,0,0,0,0,0,0,0
10,248,-2,0,0,0,0,0,0,0
1,249,-12,-14,74,100,0,0,0,0
1,250,0,0,74,100,0,0,0,0
1,251,0,0,74,100,0,0,0,0
1,252,0,0,74,100,0,0,0,0
1,253,0,0,74,100,0,0,0,0
1,254,0,0,74,100,0,0,0,0
1,255,0,0,74,100,0,0,0,0
1,256,0,0,74,100,0,0,0,0
1,257,0,0,74,100,0,0,0,0
1,258,0,0,74,100,0,0,0,0
1,259,0,0,74,100,0,0,0,0
1,260,0,0,74,100,0,0,0,0
1,261,0,0,74,100,0,0,0,0
1,262,0,0,74,100,0,0,0,0
1,263,0,0,74,100,0,0,0,0
1,264,0,0,74,100,0,0,0,0
1,265,0,0,74,100,0,0,0,0
1,266,0,0,74,100,0,0,0,0
1,267,0,0,74,100,0,0,0,0
1,268,0,0,74,100,0,0,0,0
1,269,0,0,74,100,0,0,0,0
1,270,0,0,74,100,0,0,0,0
1,271,0,0,74,100,0,0,0,0
1,272,0,0,74,100,0,0,0,0
1,273,0,0,74,100,0,0,0,0
1,274,0,0,74,100,0,0,0,0
1,275,0,0,74,100,0,0,0,0
1,276,0,0,74,100,0,0,0,0
1,277,0,0,74,100,0,0,0,0
1,278,0,0,74,100,0,0,0,0
1,279,0,0,74,100,0,0,0,0
1,280,0,0,74,100,0,0,0,0
1,281,0,0,74,100,0,0,0,0
1,282,0,0,74,100,0,0,0,0
1,283,0,0,74,100,0,0,0,0
1,284,0,0,74,100,0,0,0,0
1,285,0,0,74,100,0,0,0,0
1,286,0,0,74,100,0,0,0,0
1,287,0,0,74,100,0,0,0,0
1,288,0,0,74,100,0,0,0,0
1,289,0,0,74,100,0,0,0,0
1,290,0,0,74,100,0,0,0,0
1,291,0,0,74,100,0,0,0,0
1,292,0,0,74,100,0,0,0,0
1,293,0,0,74,100,0,0,0,0
1,294,0,0,74,100,0,0,0,0
1,295,0,0,74,100,0,0,0,0
1,296,0,0,74,100,0,0,0,0
